Binomial,scientific.name,original.scientific,TrophicLevel,TrophicNiche,ForagingNiche
Turdoides_jardineii,Turdoides jardineii,,Carnivore,Invertivore,Invertivore ground
Turdoides_leucocephala,Turdoides leucocephala,,Carnivore,Invertivore,Invertivore ground
Turdoides_leucopygia,Turdoides leucopygia,,Omnivore,Omnivore,NA
Turdoides_longirostris,Turdoides longirostris,,Carnivore,Invertivore,Invertivore ground
Turdoides_malcolmi,Turdoides malcolmi,,Carnivore,Invertivore,Invertivore ground
Turdoides_melanops,Turdoides melanops,,Carnivore,Invertivore,Generalist
Turdoides_nipalensis,Turdoides nipalensis,,Carnivore,Invertivore,Invertivore ground
Turdoides_plebejus,Turdoides plebejus,,Omnivore,Invertivore,Invertivore ground
Turdoides_reinwardii,Turdoides reinwardii,,Omnivore,Omnivore,NA
Turdoides_rubiginosa,Turdoides rubiginosa,,Carnivore,Invertivore,Invertivore ground
Turdoides_rufescens,Turdoides rufescens,,Carnivore,Invertivore,Invertivore glean arboreal
Turdoides_sharpei,Turdoides sharpei,,Carnivore,Invertivore,Invertivore ground
Turdoides_squamiceps,Turdoides squamiceps,,Carnivore,Invertivore,Invertivore ground
Turdoides_squamulata,Turdoides squamulata,,Omnivore,Omnivore,NA
Turdoides_striata,Turdoides striata,,Omnivore,Omnivore,NA
Turdoides_subrufa,Turdoides subrufa,,Carnivore,Invertivore,Invertivore ground
Turdoides_tenebrosa,Turdoides tenebrosa,,Carnivore,Invertivore,Invertivore ground
Turdus_albicollis,Turdus albicollis,,Omnivore,Invertivore,Invertivore ground
Turdus_albocinctus,Turdus albocinctus,,Omnivore,Invertivore,Invertivore ground
Turdus_amaurochalinus,Turdus amaurochalinus,,Omnivore,Invertivore,Invertivore ground
Turdus_assimilis,Turdus assimilis,,Omnivore,Invertivore,Invertivore ground
Turdus_aurantius,Turdus aurantius,,Carnivore,Invertivore,Invertivore ground
Turdus_bewsheri,Turdus bewsheri,,Omnivore,Omnivore,NA
Turdus_boulboul,Turdus boulboul,,Omnivore,Invertivore,Invertivore ground
Turdus_cardis,Turdus cardis,,Omnivore,Invertivore,Invertivore ground
Turdus_celaenops,Turdus celaenops,,Omnivore,Omnivore,NA
Turdus_chiguanco,Turdus chiguanco,,Omnivore,Invertivore,Invertivore ground
Turdus_chrysolaus,Turdus chrysolaus,,Omnivore,Invertivore,Invertivore ground
Turdus_daguae,Turdus daguae,,Omnivore,Invertivore,Invertivore ground
Turdus_dissimilis,Turdus dissimilis,,Omnivore,Invertivore,Invertivore ground
Turdus_falcklandii,Turdus falcklandii,,Omnivore,Invertivore,Invertivore ground
Turdus_feae,Turdus feae,,Omnivore,Omnivore,NA
Turdus_flavipes,Turdus flavipes,,Omnivore,Frugivore,Fugivore glean
Turdus_fulviventris,Turdus fulviventris,,Omnivore,Frugivore,Fugivore glean
Turdus_fumigatus,Turdus fumigatus,,Omnivore,Invertivore,Invertivore ground
Turdus_fuscater,Turdus fuscater,,Omnivore,Invertivore,Invertivore ground
Turdus_grayi,Turdus grayi,,Omnivore,Omnivore,NA
Turdus_haplochrous,Turdus haplochrous,,Omnivore,Omnivore,NA
Turdus_hauxwelli,Turdus hauxwelli,,Omnivore,Invertivore,Invertivore ground
Turdus_helleri,Turdus helleri,,Carnivore,Invertivore,Invertivore ground
Turdus_hortulorum,Turdus hortulorum,,Carnivore,Invertivore,Invertivore ground
Turdus_ignobilis,Turdus ignobilis,,Omnivore,Omnivore,NA
Turdus_iliacus,Turdus iliacus,,Omnivore,Invertivore,Invertivore ground
Turdus_infuscatus,Turdus infuscatus,,Omnivore,Invertivore,Invertivore ground
Turdus_jamaicensis,Turdus jamaicensis,,Omnivore,Invertivore,Invertivore ground
Turdus_kessleri,Turdus kessleri,,Omnivore,Invertivore,Invertivore ground
Turdus_lawrencii,Turdus lawrencii,,Omnivore,Omnivore,NA
Turdus_leucomelas,Turdus leucomelas,,Herbivore,Frugivore,Fugivore glean
Turdus_leucops,Turdus leucops,,Herbivore,Frugivore,Fugivore glean
Turdus_lherminieri,Turdus lherminieri,,Omnivore,Invertivore,Invertivore ground
Turdus_libonyanus,Turdus libonyanus,,Carnivore,Invertivore,Invertivore ground
Turdus_ludoviciae,Turdus ludoviciae,,Omnivore,Invertivore,Invertivore ground
Turdus_maculirostris,Turdus maculirostris,,Omnivore,Omnivore,NA
Turdus_maranonicus,Turdus maranonicus,,Omnivore,Omnivore,NA
Turdus_menachensis,Turdus menachensis,,Omnivore,Invertivore,Invertivore ground
Turdus_merula,Turdus merula,,Omnivore,Omnivore,NA
Turdus_migratorius,Turdus migratorius,,Omnivore,Invertivore,Invertivore ground
Turdus_mupinensis,Turdus mupinensis,,Omnivore,Omnivore,NA
Turdus_naumanni,Turdus naumanni,,Omnivore,Invertivore,Invertivore ground
Turdus_nigrescens,Turdus nigrescens,,Omnivore,Omnivore,NA
Turdus_nigriceps,Turdus nigriceps,,Omnivore,Invertivore,Invertivore ground
Turdus_nudigenis,Turdus nudigenis,,Omnivore,Invertivore,Invertivore ground
Turdus_obscurus,Turdus obscurus,,Omnivore,Invertivore,Invertivore ground
Turdus_obsoletus,Turdus obsoletus,,Omnivore,Omnivore,NA
Turdus_olivaceofuscus,Turdus olivaceofuscus,,Omnivore,Invertivore,Invertivore ground
Turdus_olivaceus,Turdus olivaceus,,Omnivore,Omnivore,NA
Turdus_olivater,Turdus olivater,,Omnivore,Omnivore,NA
Turdus_pallidus,Turdus pallidus,,Omnivore,Invertivore,Invertivore ground
Turdus_pelios,Turdus pelios,,Omnivore,Omnivore,NA
Turdus_philomelos,Turdus philomelos,,Omnivore,Invertivore,Invertivore ground
Turdus_pilaris,Turdus pilaris,,Carnivore,Invertivore,Invertivore ground
Turdus_plebejus,Turdus plebejus,,Omnivore,Omnivore,NA
Turdus_plumbeus,Turdus plumbeus,,Carnivore,Omnivore,NA
Turdus_poliocephalus,Turdus poliocephalus,,Omnivore,Omnivore,NA
Turdus_reevei,Turdus reevei,,Omnivore,Omnivore,NA
Turdus_rubrocanus,Turdus rubrocanus,,Omnivore,Invertivore,Invertivore ground
Turdus_ruficollis,Turdus ruficollis,,Omnivore,Invertivore,Invertivore ground
Turdus_rufitorques,Turdus rufitorques,,Omnivore,Omnivore,NA
Turdus_rufiventris,Turdus rufiventris,,Omnivore,Invertivore,Invertivore ground
Turdus_rufopalliatus,Turdus rufopalliatus,,Omnivore,Invertivore,Invertivore ground
Turdus_serranus,Turdus serranus,,Omnivore,Invertivore,Invertivore ground
Turdus_subalaris,Turdus subalaris,,Omnivore,Invertivore,Invertivore ground
Turdus_swalesi,Turdus swalesi,,Omnivore,Invertivore,Invertivore ground
Turdus_tephronotus,Turdus tephronotus,,Omnivore,Invertivore,Invertivore ground
Turdus_torquatus,Turdus torquatus,,Omnivore,Omnivore,NA
Turdus_unicolor,Turdus unicolor,,Omnivore,Invertivore,Invertivore ground
Turdus_viscivorus,Turdus viscivorus,,Omnivore,Omnivore,NA
Turnix_castanotus,Turnix castanotus,,Omnivore,Omnivore,NA
Turnix_everetti,Turnix everetti,,Omnivore,Omnivore,NA
Turnix_hottentottus,Turnix hottentottus,,Omnivore,Omnivore,NA
Turnix_maculosus,Turnix maculosus,,Omnivore,Omnivore,NA
Turnix_melanogaster,Turnix melanogaster,,Carnivore,Invertivore,Invertivore ground
Turnix_nigricollis,Turnix nigricollis,,Omnivore,Omnivore,NA
Turnix_ocellatus,Turnix ocellatus,,Omnivore,Omnivore,NA
Turnix_olivii,Turnix olivii,,Omnivore,Omnivore,NA
Turnix_pyrrhothorax,Turnix pyrrhothorax,,Omnivore,Omnivore,NA
Turnix_suscitator,Turnix suscitator,,Herbivore,Omnivore,NA
Turnix_sylvaticus,Turnix sylvaticus,,Omnivore,Omnivore,NA
Turnix_tanki,Turnix tanki,,Herbivore,Granivore,Granivore ground
Turnix_varius,Turnix varius,,Herbivore,Omnivore,NA
Turnix_velox,Turnix velox,,Herbivore,Granivore,Granivore ground
Turnix_worcesteri,Turnix worcesteri,,Omnivore,Omnivore,NA
Turtur_abyssinicus,Turtur abyssinicus,,Herbivore,Granivore,Granivore ground
Turtur_afer,Turtur afer,,Herbivore,Granivore,Granivore ground
Turtur_brehmeri,Turtur brehmeri,,Omnivore,Omnivore,NA
Turtur_chalcospilos,Turtur chalcospilos,,Herbivore,Granivore,Granivore ground
Turtur_tympanistria,Turtur tympanistria,,Herbivore,Granivore,Granivore ground
Tylas_eduardi,Tylas eduardi,,Carnivore,Invertivore,Invertivore glean arboreal
Tympanuchus_cupido,Tympanuchus cupido,,Herbivore,Granivore,Granivore ground
Tympanuchus_pallidicinctus,Tympanuchus pallidicinctus,,Omnivore,Invertivore,Invertivore ground
Tympanuchus_phasianellus,Tympanuchus phasianellus,,Herbivore,Herbivore terrestrial,Herbivore ground
Tyranneutes_stolzmanni,Tyranneutes stolzmanni,,Herbivore,Frugivore,Fugivore aerial
Tyranneutes_virescens,Tyranneutes virescens,,Herbivore,Frugivore,Fugivore glean
Tyrannopsis_sulphurea,Tyrannopsis sulphurea,,Carnivore,Invertivore,Invertivore sally air
Tyrannulus_elatus,Tyrannulus elatus,,Omnivore,Invertivore,Invertivore sally surface
Tyrannus_albogularis,Tyrannus albogularis,,Carnivore,Invertivore,Invertivore sally air
Tyrannus_caudifasciatus,Tyrannus caudifasciatus,,Carnivore,Invertivore,Generalist
Tyrannus_couchii,Tyrannus couchii,,Carnivore,Invertivore,Invertivore sally air
Tyrannus_crassirostris,Tyrannus crassirostris,,Carnivore,Invertivore,Invertivore sally air
Tyrannus_cubensis,Tyrannus cubensis,,Carnivore,Invertivore,Invertivore sally air
Tyrannus_dominicensis,Tyrannus dominicensis,,Carnivore,Omnivore,NA
Tyrannus_forficatus,Tyrannus forficatus,,Omnivore,Invertivore,Invertivore sally air
Tyrannus_melancholicus,Tyrannus melancholicus,,Carnivore,Invertivore,Invertivore sally air
Tyrannus_niveigularis,Tyrannus niveigularis,,Omnivore,Invertivore,Invertivore sally air
Tyrannus_savana,Tyrannus savana,,Carnivore,Invertivore,Invertivore sally air
Tyrannus_tyrannus,Tyrannus tyrannus,,Carnivore,Invertivore,Generalist
Tyrannus_verticalis,Tyrannus verticalis,,Carnivore,Invertivore,Invertivore sally air
Tyrannus_vociferans,Tyrannus vociferans,,Carnivore,Invertivore,Invertivore sally air
Tyto_alba,Tyto alba,,Carnivore,Vertivore,Vertivore perch
Tyto_aurantia,Tyto aurantia,,Carnivore,Vertivore,Vertivore perch
Tyto_capensis,Tyto capensis,,Carnivore,Vertivore,Vertivore air to surface
Tyto_glaucops,Tyto glaucops,,Carnivore,Vertivore,Vertivore perch
Tyto_inexspectata,Tyto inexspectata,,Carnivore,Vertivore,Vertivore perch
Tyto_longimembris,Tyto longimembris,,Carnivore,Vertivore,Vertivore air to surface
Tyto_manusi,Tyto manusi,,Carnivore,Vertivore,Vertivore perch
Tyto_nigrobrunnea,Tyto nigrobrunnea,,Carnivore,Vertivore,Vertivore perch
Tyto_novaehollandiae,Tyto novaehollandiae,,Carnivore,Vertivore,Vertivore perch
Tyto_rosenbergii,Tyto rosenbergii,,Carnivore,Vertivore,Vertivore perch
Tyto_sororcula,Tyto sororcula,,Carnivore,Vertivore,Vertivore perch
Tyto_soumagnei,Tyto soumagnei,,Carnivore,Vertivore,Vertivore perch
Tyto_tenebricosa,Tyto tenebricosa,,Carnivore,Vertivore,Vertivore perch
Upucerthia_albigula,Upucerthia albigula,,Carnivore,Invertivore,Invertivore ground
Upucerthia_dumetaria,Upucerthia dumetaria,,Carnivore,Invertivore,Invertivore ground
Upucerthia_jelskii,Upucerthia jelskii,,Carnivore,Invertivore,Invertivore ground
Upucerthia_saturatior,Upucerthia saturatior,,Carnivore,Invertivore,Invertivore ground
Upucerthia_serrana,Upucerthia serrana,,Carnivore,Invertivore,Invertivore ground
Upucerthia_validirostris,Upucerthia validirostris,,Carnivore,Invertivore,Invertivore ground
Upupa_epops,Upupa epops,,Carnivore,Invertivore,Invertivore ground
Uraeginthus_angolensis,Uraeginthus angolensis,,Herbivore,Granivore,Granivore ground
Uraeginthus_bengalus,Uraeginthus bengalus,,Herbivore,Granivore,Granivore ground
Uraeginthus_cyanocephalus,Uraeginthus cyanocephalus,,Herbivore,Granivore,Granivore ground
Uraeginthus_granatinus,Uraeginthus granatinus,,Herbivore,Omnivore,NA
Uraeginthus_ianthinogaster,Uraeginthus ianthinogaster,,Herbivore,Granivore,Granivore ground
Uragus_sibiricus,Uragus sibiricus,,Herbivore,Omnivore,NA
Uratelornis_chimaera,Uratelornis chimaera,,Carnivore,Invertivore,Invertivore ground
Uria_aalge,Uria aalge,,Carnivore,Aquatic predator,Aquatic dive
Uria_lomvia,Uria lomvia,,Carnivore,Aquatic predator,Aquatic dive
Urochroa_bougueri,Urochroa bougueri,,Herbivore,Nectarivore,Nectarivore aerial
Urocissa_caerulea,Urocissa caerulea,,Omnivore,Omnivore,NA
Urocissa_erythrorhyncha,Urocissa erythrorhyncha,,Carnivore,Omnivore,NA
Urocissa_flavirostris,Urocissa flavirostris,,Carnivore,Omnivore,NA
Urocissa_ornata,Urocissa ornata,,Omnivore,Omnivore,NA
Urocissa_whiteheadi,Urocissa whiteheadi,,Omnivore,Omnivore,NA
Urocolius_indicus,Urocolius indicus,,Herbivore,Frugivore,Fugivore glean
Urocolius_macrourus,Urocolius macrourus,,Herbivore,Frugivore,Fugivore glean
Urocynchramus_pylzowi,Urocynchramus pylzowi,,Herbivore,Granivore,Granivore arboreal
Uroglaux_dimorpha,Uroglaux dimorpha,,Carnivore,Omnivore,NA
Urolais_epichlorus,Urolais epichlorus,,Carnivore,Invertivore,Invertivore glean arboreal
Urolestes_melanoleucus,Urolestes melanoleucus,,Carnivore,Invertivore,Invertivore sally ground
Uropelia_campestris,Uropelia campestris,,Herbivore,Granivore,Granivore ground
Uropsalis_lyra,Uropsalis lyra,,Carnivore,Invertivore,Invertivore sally air
Uropsalis_segmentata,Uropsalis segmentata,,Carnivore,Invertivore,Invertivore sally air
Uropsila_leucogastra,Uropsila leucogastra,,Carnivore,Invertivore,Invertivore glean arboreal
Urosphena_squameiceps,Urosphena squameiceps,,Carnivore,Invertivore,Invertivore ground
Urosphena_subulata,Urosphena subulata,,Carnivore,Invertivore,Invertivore ground
Urosphena_whiteheadi,Urosphena whiteheadi,,Carnivore,Invertivore,Invertivore ground
Urosticte_benjamini,Urosticte benjamini,,Herbivore,Nectarivore,Nectarivore aerial
Urosticte_ruficrissa,Urosticte ruficrissa,,Herbivore,Nectarivore,Nectarivore aerial
Urothraupis_stolzmanni,Urothraupis stolzmanni,,Omnivore,Omnivore,NA
Urotriorchis_macrourus,Urotriorchis macrourus,,Carnivore,Vertivore,Vertivore perch
Vanellus_albiceps,Vanellus albiceps,,Carnivore,Aquatic predator,Aquatic ground
Vanellus_armatus,Vanellus armatus,,Carnivore,Aquatic predator,Aquatic ground
Vanellus_cayanus,Vanellus cayanus,,Carnivore,Aquatic predator,Aquatic ground
Vanellus_chilensis,Vanellus chilensis,,Carnivore,Omnivore,NA
Vanellus_cinereus,Vanellus cinereus,,Carnivore,Aquatic predator,Aquatic ground
Vanellus_coronatus,Vanellus coronatus,,Carnivore,Invertivore,Invertivore ground
Vanellus_crassirostris,Vanellus crassirostris,,Carnivore,Aquatic predator,Aquatic ground
Vanellus_duvaucelii,Vanellus duvaucelii,,Carnivore,Aquatic predator,Aquatic ground
Vanellus_gregarius,Vanellus gregarius,,Carnivore,Invertivore,Invertivore ground
Vanellus_indicus,Vanellus indicus,,Carnivore,Invertivore,Invertivore ground
Vanellus_leucurus,Vanellus leucurus,,Carnivore,Aquatic predator,Aquatic ground
Vanellus_lugubris,Vanellus lugubris,,Carnivore,Invertivore,Invertivore ground
Vanellus_malarbaricus,Vanellus malarbaricus,,Carnivore,Invertivore,Invertivore ground
Vanellus_melanocephalus,Vanellus melanocephalus,,Carnivore,Aquatic predator,Aquatic ground
Vanellus_melanopterus,Vanellus melanopterus,,Carnivore,Invertivore,Invertivore ground
Vanellus_miles,Vanellus miles,,Carnivore,Invertivore,Invertivore ground
Vanellus_resplendens,Vanellus resplendens,,Carnivore,Invertivore,Invertivore ground
Vanellus_senegallus,Vanellus senegallus,,Carnivore,Aquatic predator,Aquatic ground
Vanellus_spinosus,Vanellus spinosus,,Carnivore,Omnivore,NA
Vanellus_superciliosus,Vanellus superciliosus,,Carnivore,Invertivore,Invertivore ground
Vanellus_tectus,Vanellus tectus,,Carnivore,Invertivore,Invertivore ground
Vanellus_tricolor,Vanellus tricolor,,Omnivore,Omnivore,NA
Vanellus_vanellus,Vanellus vanellus,,Carnivore,Omnivore,NA
Vanga_curvirostris,Vanga curvirostris,,Carnivore,Invertivore,Invertivore glean arboreal
Veniliornis_affinis,Veniliornis affinis,,Carnivore,Invertivore,Invertivore bark
Veniliornis_callonotus,Veniliornis callonotus,,Carnivore,Invertivore,Invertivore bark
Veniliornis_cassini,Veniliornis cassini,,Carnivore,Invertivore,Invertivore bark
Veniliornis_chocoensis,Veniliornis chocoensis,,Carnivore,Invertivore,Invertivore bark
Veniliornis_dignus,Veniliornis dignus,,Carnivore,Invertivore,Invertivore bark
Veniliornis_frontalis,Veniliornis frontalis,,Carnivore,Invertivore,Invertivore bark
Veniliornis_kirkii,Veniliornis kirkii,,Carnivore,Invertivore,Invertivore bark
Veniliornis_lignarius,Veniliornis lignarius,,Carnivore,Invertivore,Invertivore bark
Veniliornis_maculifrons,Veniliornis maculifrons,,Carnivore,Invertivore,Invertivore bark
Veniliornis_mixtus,Veniliornis mixtus,,Omnivore,Invertivore,Invertivore bark
Veniliornis_nigriceps,Veniliornis nigriceps,,Carnivore,Invertivore,Invertivore bark
Veniliornis_passerinus,Veniliornis passerinus,,Carnivore,Invertivore,Invertivore bark
Veniliornis_sanguineus,Veniliornis sanguineus,,Carnivore,Invertivore,Invertivore bark
Veniliornis_spilogaster,Veniliornis spilogaster,,Carnivore,Invertivore,Invertivore bark
Vermivora_bachmanii,Vermivora bachmanii,,Carnivore,Invertivore,Invertivore glean arboreal
Vermivora_celata,Vermivora celata,,Carnivore,Invertivore,Invertivore glean arboreal
Vermivora_chrysoptera,Vermivora chrysoptera,,Carnivore,Invertivore,Invertivore glean arboreal
Vermivora_crissalis,Vermivora crissalis,,Carnivore,Invertivore,Invertivore glean arboreal
Vermivora_luciae,Leiothlypis luciae,Vermivora luciae,Carnivore,Invertivore,Invertivore glean arboreal
Vermivora_peregrina,Vermivora peregrina,,Carnivore,Invertivore,Invertivore glean arboreal
Vermivora_pinus,Vermivora cyanoptera,Vermivora pinus,Carnivore,Invertivore,Invertivore glean arboreal
Vermivora_ruficapilla,Vermivora ruficapilla,,Carnivore,Invertivore,Invertivore glean arboreal
Vermivora_virginiae,Vermivora virginiae,,Carnivore,Invertivore,Invertivore glean arboreal
Vestiaria_coccinea,Vestiaria coccinea,,Herbivore,Nectarivore,Nectarivore glean
Vidua_camerunensis,Vidua camerunensis,,Herbivore,Granivore,Granivore ground
Vidua_chalybeata,Vidua chalybeata,,Herbivore,Granivore,Granivore ground
Vidua_codringtoni,Vidua codringtoni,,Herbivore,Granivore,Granivore ground
Vidua_fischeri,Vidua fischeri,,Herbivore,Granivore,Granivore ground
Vidua_funerea,Vidua funerea,,Herbivore,Granivore,Granivore ground
Vidua_hypocherina,Vidua hypocherina,,Herbivore,Granivore,Granivore ground
Vidua_interjecta,Vidua interjecta,,Herbivore,Granivore,Granivore ground
Vidua_larvaticola,Vidua larvaticola,,Herbivore,Granivore,Granivore ground
Vidua_macroura,Vidua macroura,,Herbivore,Granivore,Granivore ground
Vidua_maryae,Vidua maryae,,Herbivore,Granivore,Granivore ground
Vidua_nigeriae,Vidua nigeriae,,Herbivore,Granivore,Granivore ground
Vidua_obtusa,Vidua obtusa,,Herbivore,Granivore,Granivore ground
Vidua_orientalis,Vidua orientalis,,Herbivore,Granivore,Granivore ground
Vidua_paradisaea,Vidua paradisaea,,Herbivore,Granivore,Granivore ground
Vidua_purpurascens,Vidua purpurascens,,Herbivore,Granivore,Granivore ground
Vidua_raricola,Vidua raricola,,Herbivore,Granivore,Granivore ground
Vidua_regia,Vidua regia,,Herbivore,Granivore,Granivore ground
Vidua_togoensis,Vidua togoensis,,Herbivore,Granivore,Granivore ground
Vidua_wilsoni,Vidua wilsoni,,Herbivore,Granivore,Granivore ground
Vini_australis,Vini australis,,Herbivore,Nectarivore,Nectarivore glean
Vini_kuhlii,Vini kuhlii,,Herbivore,Herbivore terrestrial,Herbivore arboreal
Vini_peruviana,Vini peruviana,,Herbivore,Nectarivore,Nectarivore glean
Vini_stepheni,Vini stepheni,,Herbivore,Omnivore,NA
Vini_ultramarina,Vini ultramarina,,Herbivore,Omnivore,NA
Vireo_altiloquus,Vireo altiloquus,,Omnivore,Invertivore,Invertivore glean arboreal
Vireo_atricapilla,Vireo atricapilla,,Carnivore,Invertivore,Invertivore glean arboreal
Vireo_bairdi,Vireo bairdi,,Carnivore,Invertivore,Invertivore glean arboreal
Vireo_bellii,Vireo bellii,,Carnivore,Invertivore,Invertivore glean arboreal
Vireo_brevipennis,Vireo brevipennis,,Carnivore,Invertivore,Invertivore glean arboreal
Vireo_caribaeus,Vireo caribaeus,,Omnivore,Invertivore,Invertivore glean arboreal
Vireo_carmioli,Vireo carmioli,,Carnivore,Invertivore,Invertivore glean arboreal
Vireo_cassinii,Vireo cassinii,,Carnivore,Invertivore,Invertivore glean arboreal
Vireo_crassirostris,Vireo crassirostris,,Carnivore,Invertivore,Invertivore glean arboreal
Vireo_flavifrons,Vireo flavifrons,,Carnivore,Invertivore,Invertivore glean arboreal
